time,value
1,9.906285
2,9.913465
3,9.9038925
4,9.906285
5,9.925428
6,9.923036
7,9.911072
8,9.91825
9,9.91825
10,9.915857
11,9.911072
12,9.923036
13,9.930214
14,9.923036
15,9.920643
16,9.913465
17,9.908679
18,9.9038925
19,9.908679
20,9.9038925
21,9.906285
22,9.9015
23,9.920643
24,9.927821
25,9.9015
26,9.911072
27,9.91825
28,9.913465
29,9.915857
30,9.899107
31,9.913465
32,9.915857
33,9.920643
34,9.923036
35,9.906285
36,9.913465
37,9.920643
38,9.927821
39,9.923036
40,9.923036
41,9.913465
42,9.911072
43,9.91825
44,9.920643
45,9.9038925
46,9.891929
47,9.908679
48,9.927821
49,9.920643
50,9.925428
51,9.908679
52,9.908679
53,9.925428
54,9.911072
55,9.899107
56,9.9015
57,9.908679
58,9.91825
59,9.923036
60,9.9015
61,9.911072
62,9.923036
63,9.915857
64,9.911072
65,9.908679
66,9.906285
67,9.920643
68,9.923036
69,9.91825
70,9.906285
71,9.894321
72,9.915857
73,9.930214
74,9.915857
75,9.911072
76,9.913465
77,9.913465
78,9.91825
79,9.913465
80,9.9015
81,9.896714
82,9.9038925
83,9.915857
84,9.915857
85,9.913465
86,9.913465
87,9.915857
88,9.915857
89,9.923036
90,9.913465
91,9.91825
92,9.908679
93,9.91825
94,9.920643
95,9.923036
96,9.923036
97,9.911072
98,9.908679
99,9.920643
100,9.920643
101,9.927821
102,9.915857
103,9.911072
104,9.913465
105,9.91825
106,9.911072
107,9.906285
108,9.896714
109,9.906285
110,9.923036
111,9.915857
112,9.91825
113,9.927821
114,9.913465
115,9.91825
116,9.906285
117,9.927821
118,9.937392
119,9.923036
120,9.9038925
121,9.9038925
122,9.899107
123,9.911072
124,9.9015
125,9.9038925
126,9.920643
127,9.911072
128,9.915857
129,9.908679
130,9.913465
131,9.913465
132,9.927821
133,9.923036
134,9.923036
135,9.91825
136,9.925428
137,9.915857
138,9.911072
139,9.9038925
140,9.91825
141,9.915857
142,9.925428
143,9.930214
144,9.915857
145,9.908679
146,9.913465
147,9.927821
148,9.915857
149,9.91825
150,9.911072
151,9.906285
152,9.913465
153,9.911072
154,9.920643
155,9.9015
156,9.911072
157,9.913465
158,9.920643
159,9.930214
160,9.906285
161,9.913465
162,9.915857
163,9.927821
164,9.923036
165,9.920643
166,9.9015
167,9.920643
168,9.932607
169,9.925428
170,9.913465
171,9.911072
172,9.925428
173,9.911072
174,9.908679
175,9.913465
176,9.911072
177,9.908679
178,9.920643
179,9.925428
180,9.915857
181,9.913465
182,9.908679
183,9.906285
184,9.923036
185,9.915857
186,9.913465
187,9.908679
188,9.925428
189,9.91825
190,9.915857
191,9.923036
192,9.925428
193,9.913465
194,9.911072
195,9.913465
196,9.913465
197,9.915857
198,9.906285
199,9.911072
200,9.906285
201,9.906285
202,9.911072
203,9.911072
204,9.91825
205,9.915857
206,9.91825
207,9.91825
208,9.911072
209,9.920643
210,9.913465
211,9.911072
212,9.91825
213,9.906285
214,9.915857
215,9.911072
216,9.920643
217,9.911072
218,9.906285
219,9.906285
220,9.91825
221,9.91825
222,9.913465
223,9.913465
224,9.9015
225,9.906285
226,9.915857
227,9.913465
228,9.930214
229,9.920643
230,9.915857
231,9.925428
232,9.925428
233,9.925428
234,9.927821
235,9.913465
236,9.913465
237,9.913465
238,9.915857
239,9.915857
240,9.911072
241,9.913465
242,9.91825
243,9.913465
244,9.908679
245,9.923036
246,9.923036
247,9.913465
248,9.920643
249,9.920643
250,9.915857
251,9.915857
252,9.915857
253,9.911072
254,9.896714
255,9.915857
256,9.923036
257,9.91825
258,9.908679
259,9.908679
260,9.908679
261,9.911072
262,9.911072
263,9.920643
264,9.913465
265,9.920643
266,9.908679
267,9.911072
268,9.91825
269,9.915857
270,9.915857
271,9.915857
272,9.920643
273,9.913465
274,9.920643
275,9.915857
276,9.906285
277,9.911072
278,9.925428
279,9.920643
280,9.9038925
281,9.911072
282,9.915857
283,9.9038925
284,9.9015
285,9.9038925
286,9.9015
287,9.911072
288,9.899107
289,9.899107
290,9.9038925
291,9.9038925
292,9.913465
293,9.896714
294,9.9038925
295,9.908679
296,9.9015
297,9.9015
298,9.906285
299,9.906285
300,9.911072
301,9.920643
302,9.915857
303,9.899107
304,9.911072
305,9.9038925
306,9.923036
307,9.91825
308,9.908679
309,9.908679
310,9.911072
311,9.915857
312,9.920643
313,9.915857
314,9.911072
315,9.920643
316,9.913465
317,9.915857
318,9.91825
319,9.915857
320,9.915857
321,9.911072
322,9.911072
323,9.9015
324,9.899107
325,9.906285
326,9.915857
327,9.913465
328,9.906285
329,9.906285
330,9.913465
331,9.925428
332,9.915857
333,9.915857
334,9.920643
335,9.913465
336,9.915857
337,9.913465
338,9.91825
339,9.911072
340,9.915857
341,9.920643
342,9.911072
343,9.906285
344,9.913465
345,9.927821
346,9.925428
347,9.923036
348,9.930214
349,9.923036
350,9.920643
351,9.913465
352,9.915857
353,9.91825
354,9.913465
355,9.913465
356,9.913465
357,9.896714
358,9.9015
359,9.9015
360,9.9038925
361,9.908679
362,9.9038925
363,9.9038925
364,9.911072
365,9.913465
366,9.913465
367,9.91825
368,9.9038925
369,9.894321
370,9.908679
371,9.920643
372,9.923036
373,9.923036
374,9.913465
375,9.920643
376,9.915857
377,9.923036
378,9.913465
379,9.915857
380,9.91825
381,9.915857
382,9.915857
383,9.915857
384,9.9015
385,9.908679
386,9.908679
387,9.899107
388,9.920643
389,9.925428
390,9.915857
391,9.906285
392,9.930214
393,9.91825
394,9.915857
395,9.91825
396,9.91825
397,9.913465
398,9.913465
399,9.896714
400,9.896714
401,9.911072
402,9.9038925
403,9.920643
404,9.9015
405,9.908679
406,9.908679
407,9.915857
408,9.9038925
409,9.896714
410,9.9038925
411,9.911072
412,9.908679
413,9.908679
414,9.891929
415,9.899107
416,9.908679
417,9.915857
418,9.906285
419,9.906285
420,9.911072
421,9.911072
422,9.920643
423,9.911072
424,9.923036
425,9.934999
426,9.930214
427,9.930214
428,9.927821
429,9.927821
430,9.915857
431,9.91825
432,9.896714
433,9.899107
434,9.908679
435,9.915857
436,9.913465
437,9.923036
438,9.9038925
439,9.915857
440,9.930214
441,9.915857
442,9.913465
443,9.913465
444,9.911072
445,9.920643
446,9.91825
447,9.913465
448,9.9015
449,9.9015
450,9.920643
451,9.91825
452,9.913465
453,9.913465
454,9.908679
455,9.908679
456,9.911072
457,9.915857
458,9.896714
459,9.91825
460,9.913465
461,9.908679
462,9.915857
463,9.91825
464,9.920643
465,9.920643
466,9.915857
467,9.913465
468,9.915857
469,9.896714
470,9.925428
471,9.91825
472,9.920643
473,9.913465
474,9.923036
475,9.932607
476,9.923036
477,9.91825
478,9.920643
479,9.91825
480,9.906285
481,9.91825
482,9.923036
483,9.923036
484,9.913465
485,9.913465
486,9.9038925
487,9.91825
488,9.913465
489,9.899107
490,9.908679
491,9.906285
492,9.906285
493,9.915857
494,9.932607
495,9.915857
496,9.913465
497,9.911072
498,9.913465
499,9.925428
500,9.920643
501,9.923036
502,9.9015
503,9.908679
504,9.899107
505,9.896714
506,9.899107
507,9.9015
508,9.913465
509,9.920643
510,9.896714
511,9.9015
512,9.908679
513,9.911072
514,9.906285
515,9.906285
516,9.906285
517,9.906285
518,9.923036
519,9.927821
520,9.911072
521,9.915857
522,9.908679
523,9.9015
524,9.896714
525,9.9015
526,9.906285
527,9.91825
528,9.925428
529,9.927821
530,9.911072
531,9.91825
532,9.925428
533,9.91825
534,9.915857
535,9.91825
536,9.91825
537,9.925428
538,9.915857
539,9.906285
540,9.923036
